xintercept	showSelected2
31.7791885	51
32.6074345	51
33.5180105	51
34.478996	51
37.8441845	51
40.188689	51
40.5834915	51
40.8942915	51
42.2162185	51
43.4557495	51
43.9193175	51
45.116335	51
47.0335785	51
48.57638	51
48.5950815	51
49.255324	51
50.718864	51
55.1419565	51
56.5810225	51
57.768048	51
60.5572015	51
63.0709885	51
66.518451	51
66.7553	51
66.9158425	51
70.376454	51
71.7118565	51
72.3443695	51
72.697205	51
73.0510975	51
75.474424	51
77.355311	51
78.808361	51
81.1729065	51
85.078935	51
88.4705645	51
90.014321	51
91.134866	51
91.3432655	51
91.5738145	51
92.3246865	51
93.910496	51
95.3109385	51
97.740783	51
99.249243	51
100.9978605	51
23.614224	52
25.4296315	52
30.1565285	52
31.0877885	52
31.11274	52
31.7791885	52
32.6074345	52
33.5180105	52
34.478996	52
37.8441845	52
40.188689	52
40.5834915	52
40.8942915	52
42.2162185	52
43.4557495	52
43.9193175	52
45.116335	52
47.0335785	52
48.57638	52
48.5950815	52
49.255324	52
50.718864	52
55.1419565	52
56.5810225	52
57.768048	52
60.5572015	52
63.0709885	52
66.518451	52
66.7553	52
66.9158425	52
70.376454	52
71.7118565	52
72.3443695	52
72.697205	52
73.0510975	52
75.474424	52
77.355311	52
78.808361	52
79.48743	52
81.1729065	52
85.078935	52
88.4705645	52
90.014321	52
91.134866	52
91.3432655	52
91.5738145	52
92.3246865	52
93.910496	52
95.3109385	52
97.740783	52
99.249243	52
100.9978605	52
23.614224	53
25.4296315	53
30.1565285	53
31.0877885	53
31.11274	53
31.7791885	53
32.6074345	53
33.5180105	53
34.478996	53
37.8441845	53
40.188689	53
40.5834915	53
40.8942915	53
42.2162185	53
43.4557495	53
43.9193175	53
45.116335	53
47.0335785	53
48.57638	53
48.5950815	53
49.255324	53
50.718864	53
55.1419565	53
56.5810225	53
57.768048	53
60.5572015	53
63.0709885	53
66.518451	53
66.7553	53
66.9158425	53
70.376454	53
71.7118565	53
72.3443695	53
72.697205	53
73.0510975	53
74.0147585	53
75.474424	53
77.355311	53
78.808361	53
79.48743	53
81.1729065	53
85.078935	53
88.4705645	53
90.014321	53
91.134866	53
91.3432655	53
91.5738145	53
92.3246865	53
93.910496	53
95.3109385	53
97.740783	53
99.249243	53
100.9978605	53
23.614224	54
25.4296315	54
30.1565285	54
31.0877885	54
31.11274	54
31.7791885	54
32.6074345	54
33.5180105	54
34.478996	54
37.8441845	54
40.188689	54
40.5834915	54
40.8942915	54
42.2162185	54
43.4557495	54
43.9193175	54
45.116335	54
47.0335785	54
48.57638	54
48.5950815	54
49.255324	54
50.718864	54
55.1419565	54
56.5810225	54
57.768048	54
60.5572015	54
63.0709885	54
66.518451	54
66.7553	54
66.9158425	54
70.376454	54
71.7118565	54
72.3443695	54
72.697205	54
73.0510975	54
74.0147585	54
75.474424	54
77.355311	54
78.7480105	54
78.808361	54
79.48743	54
81.1729065	54
85.078935	54
88.4705645	54
90.014321	54
91.134866	54
91.3432655	54
91.5738145	54
92.3246865	54
93.910496	54
95.3109385	54
97.740783	54
99.249243	54
100.9978605	54
23.614224	55
25.4296315	55
30.1565285	55
31.0877885	55
31.11274	55
31.7791885	55
32.6074345	55
33.5180105	55
34.478996	55
37.8441845	55
40.188689	55
40.5834915	55
40.8942915	55
42.2162185	55
43.4557495	55
43.9193175	55
45.116335	55
47.0335785	55
48.57638	55
48.5950815	55
49.255324	55
50.718864	55
55.1419565	55
56.5810225	55
57.768048	55
60.5572015	55
63.0709885	55
66.518451	55
66.7553	55
66.9158425	55
70.376454	55
71.7118565	55
72.3443695	55
72.697205	55
73.0510975	55
74.0147585	55
75.474424	55
77.355311	55
78.7480105	55
78.808361	55
79.48743	55
81.1729065	55
85.078935	55
88.4705645	55
90.014321	55
91.134866	55
91.3432655	55
91.5738145	55
92.3246865	55
93.910496	55
95.3109385	55
96.3289215	55
97.740783	55
99.249243	55
100.9978605	55
23.614224	56
25.4296315	56
27.29114	56
30.1565285	56
31.0877885	56
31.11274	56
31.7791885	56
32.6074345	56
33.5180105	56
34.478996	56
37.8441845	56
40.188689	56
40.5834915	56
40.8942915	56
42.2162185	56
43.4557495	56
43.9193175	56
45.116335	56
47.0335785	56
48.57638	56
48.5950815	56
49.255324	56
50.718864	56
55.1419565	56
56.5810225	56
57.768048	56
60.5572015	56
63.0709885	56
66.518451	56
66.7553	56
66.9158425	56
70.376454	56
71.7118565	56
72.3443695	56
72.697205	56
73.0510975	56
74.0147585	56
75.474424	56
77.355311	56
78.7480105	56
78.808361	56
79.48743	56
81.1729065	56
85.078935	56
88.4705645	56
90.014321	56
91.134866	56
91.3432655	56
91.5738145	56
92.3246865	56
93.910496	56
95.3109385	56
96.3289215	56
97.740783	56
99.249243	56
100.9978605	56
23.614224	57
25.4296315	57
27.29114	57
30.1565285	57
31.0877885	57
31.11274	57
31.7791885	57
32.6074345	57
33.5180105	57
34.478996	57
37.8441845	57
40.188689	57
40.5834915	57
40.8942915	57
42.2162185	57
43.4557495	57
43.9193175	57
45.116335	57
47.0335785	57
48.57638	57
48.5950815	57
49.255324	57
50.718864	57
55.1419565	57
56.5810225	57
57.768048	57
60.5572015	57
63.0709885	57
64.941605	57
66.518451	57
66.7553	57
66.9158425	57
70.376454	57
71.7118565	57
72.3443695	57
72.697205	57
73.0510975	57
74.0147585	57
75.474424	57
77.355311	57
78.7480105	57
78.808361	57
79.48743	57
81.1729065	57
85.078935	57
88.4705645	57
90.014321	57
91.134866	57
91.3432655	57
91.5738145	57
92.3246865	57
93.910496	57
95.3109385	57
96.3289215	57
97.740783	57
99.249243	57
100.9978605	57
23.614224	58
25.4296315	58
27.29114	58
30.1565285	58
31.0877885	58
31.11274	58
31.7791885	58
32.6074345	58
33.5180105	58
34.478996	58
37.8441845	58
40.188689	58
40.5834915	58
40.761145	58
40.8942915	58
42.2162185	58
43.4557495	58
43.9193175	58
45.116335	58
47.0335785	58
48.57638	58
48.5950815	58
49.255324	58
50.718864	58
55.1419565	58
56.5810225	58
57.768048	58
60.5572015	58
63.0709885	58
64.941605	58
66.518451	58
66.7553	58
66.9158425	58
70.376454	58
71.7118565	58
72.3443695	58
72.697205	58
73.0510975	58
74.0147585	58
75.474424	58
77.355311	58
78.7480105	58
78.808361	58
79.48743	58
81.1729065	58
85.078935	58
88.4705645	58
90.014321	58
91.134866	58
91.3432655	58
91.5738145	58
92.3246865	58
93.910496	58
95.3109385	58
96.3289215	58
97.740783	58
99.249243	58
100.9978605	58
23.614224	59
25.4296315	59
27.29114	59
30.1565285	59
31.0877885	59
31.11274	59
31.7791885	59
32.6074345	59
33.5180105	59
34.478996	59
37.8441845	59
40.188689	59
40.5834915	59
40.761145	59
40.8942915	59
42.2162185	59
43.4557495	59
43.9193175	59
45.116335	59
47.0335785	59
48.57638	59
48.5950815	59
49.255324	59
50.718864	59
55.1419565	59
56.5810225	59
57.768048	59
60.5572015	59
63.0709885	59
64.941605	59
66.518451	59
66.7553	59
66.9158425	59
70.376454	59
71.7118565	59
72.3443695	59
72.697205	59
73.0510975	59
74.0147585	59
75.474424	59
77.355311	59
78.7480105	59
78.808361	59
79.48743	59
81.1729065	59
85.078935	59
87.0587685	59
88.4705645	59
90.014321	59
91.134866	59
91.3432655	59
91.5738145	59
92.3246865	59
93.910496	59
95.3109385	59
96.3289215	59
97.740783	59
99.249243	59
100.9978605	59
23.614224	60
25.4296315	60
27.29114	60
30.1565285	60
31.0877885	60
31.11274	60
31.7791885	60
32.6074345	60
33.5180105	60
34.478996	60
37.8441845	60
40.188689	60
40.5834915	60
40.761145	60
40.8942915	60
42.2162185	60
43.4557495	60
43.9193175	60
45.116335	60
47.0335785	60
48.57638	60
48.5950815	60
49.255324	60
50.718864	60
55.1419565	60
56.5810225	60
57.768048	60
60.5572015	60
63.0709885	60
64.941605	60
66.518451	60
66.7553	60
66.9158425	60
67.5421315	60
70.376454	60
71.7118565	60
72.3443695	60
72.697205	60
73.0510975	60
74.0147585	60
75.474424	60
77.355311	60
78.7480105	60
78.808361	60
79.48743	60
81.1729065	60
85.078935	60
87.0587685	60
88.4705645	60
90.014321	60
91.134866	60
91.3432655	60
91.5738145	60
92.3246865	60
93.910496	60
95.3109385	60
96.3289215	60
97.740783	60
99.249243	60
100.9978605	60
23.614224	61
25.4296315	61
27.29114	61
30.1565285	61
31.0877885	61
31.11274	61
31.7791885	61
32.6074345	61
33.5180105	61
34.478996	61
37.8441845	61
40.188689	61
40.5834915	61
40.761145	61
40.8942915	61
42.2162185	61
43.4557495	61
43.9193175	61
45.116335	61
47.0335785	61
48.57638	61
48.5950815	61
49.255324	61
50.718864	61
55.1419565	61
56.5810225	61
57.768048	61
60.5572015	61
63.0709885	61
64.941605	61
66.518451	61
66.7553	61
66.9158425	61
70.376454	61
71.7118565	61
72.3443695	61
72.697205	61
73.0510975	61
74.0147585	61
75.474424	61
77.355311	61
78.7480105	61
78.808361	61
79.48743	61
81.1729065	61
82.9927025	61
83.822779	61
85.078935	61
87.0587685	61
88.4705645	61
90.014321	61
91.134866	61
91.3432655	61
91.5738145	61
92.3246865	61
93.910496	61
95.3109385	61
96.3289215	61
97.740783	61
99.249243	61
100.9978605	61
23.614224	62
25.4296315	62
27.29114	62
30.1565285	62
31.0877885	62
31.11274	62
31.7791885	62
32.6074345	62
33.5180105	62
34.478996	62
37.8441845	62
40.188689	62
40.5834915	62
40.761145	62
40.8942915	62
42.2162185	62
43.4557495	62
43.9193175	62
45.116335	62
47.0335785	62
48.57638	62
48.5950815	62
49.255324	62
50.718864	62
55.1419565	62
56.5810225	62
57.768048	62
60.5572015	62
63.0709885	62
64.941605	62
66.518451	62
66.7553	62
66.9158425	62
67.5421315	62
70.376454	62
71.7118565	62
72.3443695	62
72.697205	62
73.0510975	62
74.0147585	62
75.474424	62
77.355311	62
78.7480105	62
78.808361	62
79.48743	62
81.1729065	62
82.9927025	62
83.822779	62
85.078935	62
87.0587685	62
88.4705645	62
90.014321	62
91.134866	62
91.3432655	62
91.5738145	62
92.3246865	62
93.910496	62
95.3109385	62
96.3289215	62
97.740783	62
99.249243	62
100.9978605	62
23.614224	63
25.4296315	63
27.29114	63
30.1565285	63
31.0877885	63
31.11274	63
31.7791885	63
32.6074345	63
33.5180105	63
34.478996	63
37.8441845	63
40.188689	63
40.5834915	63
40.761145	63
40.8942915	63
42.2162185	63
43.4557495	63
43.9193175	63
45.116335	63
47.0335785	63
48.57638	63
48.5950815	63
49.255324	63
50.718864	63
55.1419565	63
56.5810225	63
57.768048	63
60.5572015	63
63.0709885	63
64.941605	63
66.518451	63
66.7553	63
66.9158425	63
67.5421315	63
70.376454	63
71.7118565	63
72.3443695	63
72.697205	63
73.0510975	63
74.0147585	63
75.474424	63
77.355311	63
78.7480105	63
78.808361	63
79.48743	63
81.1729065	63
82.9927025	63
83.822779	63
85.078935	63
87.0587685	63
88.4705645	63
90.014321	63
91.134866	63
91.3432655	63
91.415178	63
91.5738145	63
92.3246865	63
93.910496	63
95.3109385	63
96.3289215	63
97.740783	63
99.249243	63
100.9978605	63
23.614224	64
25.4296315	64
27.29114	64
30.1565285	64
31.0877885	64
31.11274	64
31.7791885	64
32.6074345	64
33.5180105	64
34.478996	64
37.8441845	64
40.188689	64
40.5834915	64
40.761145	64
40.8942915	64
42.2162185	64
43.4557495	64
43.9193175	64
45.116335	64
47.0335785	64
48.57638	64
48.5950815	64
49.255324	64
50.718864	64
55.1419565	64
56.5810225	64
57.768048	64
60.5572015	64
63.0709885	64
64.941605	64
66.518451	64
66.7553	64
66.9158425	64
67.5421315	64
68.9034785	64
70.376454	64
71.7118565	64
72.3443695	64
72.697205	64
73.0510975	64
74.0147585	64
75.474424	64
77.355311	64
78.7480105	64
78.808361	64
79.48743	64
81.1729065	64
82.9927025	64
83.822779	64
85.078935	64
87.0587685	64
88.4705645	64
90.014321	64
91.134866	64
91.3432655	64
91.415178	64
91.5738145	64
92.3246865	64
93.910496	64
95.3109385	64
96.3289215	64
97.740783	64
99.249243	64
100.9978605	64
23.614224	65
25.4296315	65
27.29114	65
28.604323	65
30.1565285	65
31.0877885	65
31.11274	65
31.7791885	65
32.6074345	65
33.5180105	65
34.478996	65
37.8441845	65
40.188689	65
40.5834915	65
40.761145	65
40.8942915	65
42.2162185	65
43.4557495	65
43.9193175	65
45.116335	65
47.0335785	65
48.57638	65
48.5950815	65
49.255324	65
50.718864	65
55.1419565	65
56.5810225	65
57.768048	65
60.5572015	65
63.0709885	65
64.941605	65
66.518451	65
66.7553	65
66.9158425	65
67.5421315	65
68.9034785	65
70.376454	65
71.7118565	65
72.3443695	65
72.697205	65
73.0510975	65
74.0147585	65
75.474424	65
77.355311	65
78.7480105	65
78.808361	65
79.48743	65
81.1729065	65
82.9927025	65
83.822779	65
85.078935	65
87.0587685	65
88.4705645	65
90.014321	65
91.134866	65
91.3432655	65
91.415178	65
91.5738145	65
92.3246865	65
93.910496	65
95.3109385	65
96.3289215	65
97.740783	65
99.249243	65
100.9978605	65
23.614224	66
25.4296315	66
27.29114	66
28.604323	66
30.1565285	66
31.0877885	66
31.11274	66
31.7791885	66
32.6074345	66
33.5180105	66
34.478996	66
37.8441845	66
40.188689	66
40.5834915	66
40.761145	66
40.8942915	66
42.2162185	66
43.4557495	66
43.9193175	66
45.116335	66
47.0335785	66
48.5763685	66
48.57638	66
48.5950815	66
49.255324	66
50.718864	66
55.1419565	66
56.5810225	66
57.768048	66
60.5572015	66
63.0709885	66
64.941605	66
66.518451	66
66.7553	66
66.9158425	66
67.5421315	66
68.9034785	66
70.376454	66
71.7118565	66
72.3443695	66
72.697205	66
73.0510975	66
74.0147585	66
75.474424	66
77.355311	66
78.7480105	66
78.808361	66
79.48743	66
81.1729065	66
82.9927025	66
83.822779	66
85.078935	66
87.0587685	66
88.4705645	66
90.014321	66
91.134866	66
91.3432655	66
91.415178	66
91.5738145	66
92.3246865	66
93.910496	66
95.3109385	66
96.3289215	66
97.740783	66
99.249243	66
100.9978605	66
23.614224	67
25.4296315	67
27.29114	67
28.604323	67
30.1565285	67
31.0877885	67
31.11274	67
31.7791885	67
32.6074345	67
33.5180105	67
34.478996	67
37.8441845	67
40.188689	67
40.5834915	67
40.761145	67
40.8942915	67
42.2162185	67
43.4557495	67
43.9193175	67
45.116335	67
47.0335785	67
48.5763685	67
48.57638	67
48.5950815	67
49.255324	67
50.718864	67
52.914615	67
55.1419565	67
56.5810225	67
57.768048	67
60.5572015	67
63.0709885	67
64.941605	67
66.518451	67
66.7553	67
66.9158425	67
67.5421315	67
68.9034785	67
70.376454	67
71.7118565	67
72.3443695	67
72.697205	67
73.0510975	67
74.0147585	67
75.474424	67
77.355311	67
78.7480105	67
78.808361	67
79.48743	67
81.1729065	67
82.9927025	67
83.822779	67
85.078935	67
87.0587685	67
88.4705645	67
90.014321	67
91.134866	67
91.3432655	67
91.415178	67
91.5738145	67
92.3246865	67
93.910496	67
95.3109385	67
96.3289215	67
97.740783	67
99.249243	67
100.9978605	67
23.614224	68
25.4296315	68
27.29114	68
28.604323	68
30.1565285	68
31.0877885	68
31.11274	68
31.7791885	68
32.6074345	68
33.5180105	68
34.478996	68
37.8441845	68
40.188689	68
40.5834915	68
40.761145	68
40.8942915	68
42.2162185	68
43.4557495	68
43.9193175	68
45.116335	68
47.0335785	68
48.5763685	68
48.57638	68
48.5950815	68
49.255324	68
50.718864	68
52.914615	68
55.1419565	68
56.021541	68
56.5810225	68
57.768048	68
60.5572015	68
63.0709885	68
64.941605	68
66.518451	68
66.7553	68
66.9158425	68
67.5421315	68
68.9034785	68
70.376454	68
71.7118565	68
72.3443695	68
72.697205	68
73.0510975	68
74.0147585	68
75.474424	68
77.355311	68
78.7480105	68
78.808361	68
79.48743	68
81.1729065	68
82.9927025	68
83.822779	68
85.078935	68
87.0587685	68
88.4705645	68
90.014321	68
91.134866	68
91.3432655	68
91.415178	68
91.5738145	68
92.3246865	68
93.910496	68
95.3109385	68
96.3289215	68
97.740783	68
99.249243	68
100.9978605	68
23.614224	69
25.4296315	69
27.29114	69
28.604323	69
30.1565285	69
31.0877885	69
31.11274	69
31.7791885	69
32.6074345	69
33.5180105	69
34.478996	69
35.2375085	69
37.8441845	69
40.188689	69
40.5834915	69
40.761145	69
40.8942915	69
42.2162185	69
43.4557495	69
43.9193175	69
45.116335	69
47.0335785	69
48.5763685	69
48.57638	69
48.5950815	69
49.255324	69
50.718864	69
52.914615	69
55.1419565	69
56.021541	69
56.5810225	69
57.768048	69
60.5572015	69
63.0709885	69
64.941605	69
66.518451	69
66.7553	69
66.9158425	69
67.5421315	69
68.9034785	69
70.376454	69
71.7118565	69
72.3443695	69
72.697205	69
73.0510975	69
74.0147585	69
75.474424	69
77.355311	69
78.7480105	69
78.808361	69
79.48743	69
81.1729065	69
82.9927025	69
83.822779	69
85.078935	69
87.0587685	69
88.4705645	69
90.014321	69
91.134866	69
91.3432655	69
91.415178	69
91.5738145	69
92.3246865	69
93.910496	69
95.3109385	69
96.3289215	69
97.740783	69
99.249243	69
100.9978605	69
23.614224	70
25.4296315	70
27.29114	70
28.604323	70
30.1565285	70
31.0877885	70
31.11274	70
31.7791885	70
32.6074345	70
33.5180105	70
34.478996	70
35.2375085	70
37.8441845	70
40.188689	70
40.5834915	70
40.761145	70
40.8942915	70
42.2162185	70
43.4557495	70
43.9193175	70
45.116335	70
47.0335785	70
48.5763685	70
48.57638	70
48.5950815	70
49.255324	70
50.718864	70
52.914615	70
55.1419565	70
56.021541	70
56.5810225	70
57.768048	70
60.5572015	70
63.0709885	70
64.941605	70
66.518451	70
66.7553	70
66.9158425	70
67.5421315	70
68.9034785	70
70.376454	70
71.7118565	70
72.3443695	70
72.697205	70
73.0510975	70
74.0147585	70
75.474424	70
77.355311	70
78.7480105	70
78.808361	70
79.48743	70
81.1729065	70
82.9927025	70
83.822779	70
83.878158	70
85.078935	70
87.0587685	70
88.4705645	70
90.014321	70
91.134866	70
91.3432655	70
91.415178	70
91.5738145	70
92.3246865	70
93.910496	70
95.3109385	70
96.3289215	70
97.740783	70
99.249243	70
100.9978605	70
23.614224	71
25.4296315	71
27.29114	71
28.604323	71
30.1565285	71
31.0877885	71
31.11274	71
31.7791885	71
32.6074345	71
33.5180105	71
34.478996	71
35.2375085	71
37.8441845	71
40.188689	71
40.5834915	71
40.761145	71
40.8942915	71
42.2162185	71
43.4557495	71
43.9193175	71
44.561024	71
45.116335	71
47.0335785	71
48.5763685	71
48.57638	71
48.5950815	71
49.255324	71
50.718864	71
52.914615	71
55.1419565	71
56.021541	71
56.5810225	71
57.768048	71
60.5572015	71
63.0709885	71
64.941605	71
66.518451	71
66.7553	71
66.9158425	71
67.5421315	71
68.9034785	71
70.376454	71
71.7118565	71
72.3443695	71
72.697205	71
73.0510975	71
74.0147585	71
75.474424	71
77.355311	71
78.7480105	71
78.808361	71
79.48743	71
81.1729065	71
82.9927025	71
83.822779	71
83.878158	71
85.078935	71
87.0587685	71
88.4705645	71
90.014321	71
91.134866	71
91.3432655	71
91.415178	71
91.5738145	71
92.3246865	71
93.910496	71
95.3109385	71
96.3289215	71
97.740783	71
99.249243	71
100.9978605	71
